element,sp_num,obs_wl_air,unc_obs_wl,ritz_wl_air,unc_ritz_wl,intens,Aki,log_gf,Acc,Ei,Ek,conf_i,term_i,J_i,conf_k,term_k,J_k,Type
Fe,2,809.0812,0.0009,809.08088,0.00005,2.3,8.e+04,-2.5,D,11.4405332,12.9725199,3d64p,4P,5/2,3d65d,6F,3/2,
Fe,1,809.0967,0.0010,809.09640,0.00015,19,,,,5.38520741,6.91716472,3d64s 5s,e 7D,3,3d64s4p,s 3G,3,
Fe,2,809.1174,0.0005,809.11762,0.00006,6,9.e+05,-1.76,D+,9.7754140,11.3073311,3d65s,e 6D,1/2,3d65p,4D,1/2,
Fe,2,809.36560,0.00004,809.36556,0.00004,60,4.4e+06,-0.46,C+,11.1638849,12.6953327,3d65p,4F,9/2,3d66s,4D,7/2,
Fe,1,809.4932,0.0005,809.49322,0.00015,12,,,,5.47591165,7.00711799,3d64s4p,v 5D,3,3d76s,5F,4,
Fe,1,809.4932,0.0005,809.49335,0.00021,12,,,,5.79341882,7.3246249,3d64s4p,y 3P,2,,59077e,1,
Fe,2,809.6648,0.0008,809.66610,0.00005,3.3,,,,11.4345108,12.9653902,3d65p,4P,3/2,3d64d,4F,3/2,
Fe,1,809.68749,0.00020,809.68748,0.00009,204,,,,4.07581091,5.60664989,3d8,c 3F,4,3d64s4p,x 3D,3,
Fe,2,809.83843,0.00007,809.83867,0.00005,50,1.3e+06,-1.10,D+,9.7607579,11.2913111,3d65s,e 6D,3/2,3d65p,4F,5/2,
Fe,1,809.8385,0.0013,809.83775,0.00021,43,,,,5.72027099,7.2508259,3d74p,w 5P,3,3d64s4d,5P,3,
Fe,2,810.14836,0.00004,810.14830,0.00006,220,1.15e+07,-0.34,B+,9.9045425,11.4345108,3d65s,e 4D,5/2,3d65p,4P,3/2,
Fe,2,810.3390,0.0003,810.33604,0.00020,15,,,,8.5923636,10.1219773,3d54s4p,x 4P,3/2,3d54s2,2F2,5/2,
Fe,2,810.4512,0.0006,810.45074,0.00008,11,,,,7.5824802,9.1118775,3d64p,z 4H,7/2,3d54s2,4F,7/2,
Fe,1,810.6694,0.0005,810.66965,0.00009,11,,,,5.27338780,6.80237209,3d64s4p,x 5P,3,3d64s6s,5D,3,
Fe,2,810.7298,0.0005,810.72920,0.00007,16,,,,5.58919550,7.11806748,3d64p,z 4F,5/2,3d54s2,d 4P,5/2,
Fe,2,810.740,0.003,810.74230,0.00009,2,,,,11.5180460,13.0468933,3d64p,4D,5/2,3d65d,4D,3/2,
Fe,1,810.83206,0.00020,810.83192,0.00009,17,,,,2.72754450,4.25622280,3d74s,a 3G,4,3d74p,y 5F,3,
Fe,2,810.97764,0.00004,810.97761,0.00004,60,6.6e+05,-1.29,D+,11.1669291,12.6953327,3d64p,4G,9/2,3d66s,4D,7/2,
Fe,2,811.04842,0.00004,811.04854,0.00005,100,,,,13.6688867,15.1971567,3d65p,2I,11/2,3d66s,2H,9/2,
Fe,1,811.21630,0.00020,811.21603,0.00009,36,,,,2.69240763,4.22036211,3d74s,a 3G,5,3d74p,y 5F,4,
Fe,2,811.3387,0.0003,811.33842,0.00007,3.2,,,,13.6352538,15.1629778,3d65p,4G,7/2,3d66s,4H,7/2,
Fe,2,811.3387,0.0003,811.33888,0.00011,3.2,,,,13.8721967,15.3999198,3d65p,4G,11/2,3d65d,4H,13/2,
Fe,2,811.4866,0.0005,811.4864,0.0003,3,,,,11.5466334,13.0740788,3d64p,4D,7/2,3d65d,4G,7/2,
Fe,2,811.67669,0.00016,811.67654,0.00007,8,,,,13.6196626,15.1467502,3d54s4p,4G,9/2,3d66s,4H,9/2,
Fe,2,811.88901,0.00004,811.88906,0.00005,190,,,,12.3455088,13.8721967,3d65s,f 4F,9/2,3d65p,4G,11/2,
Fe,2,,,811.91766,0.00010,,7.4e-04,-10.53,E,1.67061856,3.19725263,3d7,a 4P,5/2,3d64s,b 2P,3/2,M1
Fe,3,812.368,0.005,812.372,0.003,34,,,,14.623957,16.149738,3d54s,1G,4,3d54p,3I,5,
Fe,1,812.6323,0.0005,812.63296,0.00009,24,,,,4.58004944,6.10533975,3d74s,d 3F,2,3d74p,w 3F,3,
Fe,1,812.65061,0.00020,812.65046,0.00009,28,,,,4.58004944,6.10530689,3d74s,d 3F,2,3d64s4p,v 3D,2,
Fe,2,813.24609,0.00009,813.24595,0.00010,15,2.3e+05,-1.55,D+,11.4437749,12.9679155,3d54s4p,6F,9/2,3d65d,6G,11/2,
Fe,2,813.24609,0.00009,813.24668,0.00006,15,,,,12.7189170,14.2430563,3d65s,f 4G,11/2,3d65p,2G,9/2,
Fe,2,813.69599,0.00004,813.69586,0.00006,35,,,,12.3766049,13.8999028,3d65s,f 4F,5/2,3d65p,4G,5/2,
Fe,2,813.71810,0.00004,813.71812,0.00005,270,,,,12.7189170,14.2421732,3d65s,f 4G,11/2,3d65p,4G,11/2,
Fe,5,813.8,0.3,813.70,0.06,30,1.24e-01,,B,3.12756,4.65085,3d4,3H,5,3d4,1I,6,M1
Fe,2,813.9006,0.0003,813.9031,0.0003,7,,,,11.4627564,12.9856663,3d64p,4D,1/2,3d64d,2P,1/2,
Fe,2,814.009,0.003,814.00838,0.00005,2.2,1.9e+05,-1.95,D+,11.4345108,12.9572238,3d65p,4P,3/2,3d64d,4F,5/2,
Fe,2,814.06118,0.00006,814.05876,0.00007,32,,,,13.6403590,15.1629778,3d65p,4G,5/2,3d66s,4H,7/2,
Fe,2,814.17916,0.00004,814.17915,0.00005,50,2.7e+06,-0.98,D+,11.2626611,12.7850548,3d64p,4P,1/2,3d66s,4D,3/2,
Fe,1,814.54752,0.00007,,,363,,,,,,,,,,,,
Fe,2,814.61697,0.00004,814.61708,0.00007,180,,,,13.5876320,15.1092073,3d65p,4I,15/2,3d66s,4H,13/2,
Fe,2,814.61697,0.00004,814.61881,0.00011,180,,,,11.4256589,12.9472309,3d54s4p,6F,7/2,3d65d,6F,5/2,
Fe,1,814.66768,0.00020,814.66740,0.00009,25,,,,3.27398440,4.79546566,3d74s,a 3D,1,3d74p,y 3D,2,
Fe,1,814.95152,0.00020,814.95137,0.00009,71,,,,4.58438864,6.10533975,3d74s,d 3F,3,3d74p,w 3F,3,
Fe,1,814.96892,0.00020,814.96898,0.00009,148,,,,4.58438864,6.10530689,3d74s,d 3F,3,3d64s4p,v 3D,2,
Fe,2,815.09514,0.00008,815.09509,0.00011,16,,,,12.1747693,13.6954523,3d54s4p,4F,3/2,3d64d,2D,3/2,
Fe,2,815.1602,0.0012,815.16181,0.00007,16,,,,5.20337749,6.72393597,3d64p,z 6F,11/2,3d54s2,b 4G,11/2,
Fe,1,815.1760,0.0005,815.1754,0.0003,11,,,,6.13237029,7.6529034,3d74p,v 3G,5,,61724e,4,
Fe,2,815.75714,0.00004,815.75714,0.00004,280,4.9e+06,-0.41,C+,9.7359140,11.2553628,3d65s,e 6D,5/2,3d65p,4F,7/2,
Fe,2,815.99720,0.00004,815.99711,0.00006,70,,,,12.3597808,13.8787827,3d65s,f 4F,7/2,3d65p,4G,9/2,
Fe,2,816.09684,0.00004,816.09429,0.00004,290,8.e+05,-1.34,D+,9.7002396,11.2190607,3d65s,e 6D,7/2,3d65p,6F,5/2,
Fe,2,816.09684,0.00004,816.09742,0.00007,290,,,,13.6463166,15.1651318,3d65p,2G,9/2,3d66s,2H,11/2,
Fe,2,816.18145,0.00004,816.18151,0.00005,70,,,,12.3766049,13.8952637,3d65s,f 4F,5/2,3d65p,4G,7/2,
Fe,2,816.4836,0.0003,816.48400,0.00006,4,,,,13.5911111,15.1092073,3d65p,4I,13/2,3d66s,4H,13/2,
Fe,1,816.8596,0.0010,816.85980,0.00015,17,,,,5.62068415,7.13808188,3d64s 5s,e 5D,2,3d64s6p,5F,2,
Fe,1,817.11413,0.00020,817.11405,0.00015,21,,,,5.79564049,7.31256608,3d74p,u 5D,3,3d64s4d,3D,2,
Fe,1,817.2820,0.0005,817.28171,0.00021,15,,,,5.64241573,7.1590301,3d64s 5s,e 5D,1,3d64s6p,5P,1,
Fe,2,817.2909,0.0008,817.29187,0.00020,4,,,,12.1747693,13.6913649,3d54s4p,4F,3/2,3d64d,4F,5/2,
Fe,2,817.6527,0.0004,817.65156,0.00011,5,1.4e+05,-1.94,D+,11.4256589,12.9415873,3d54s4p,6F,7/2,3d65d,6F,7/2,
Fe,1,817.89935,0.00020,817.89920,0.00009,79,,,,4.31247059,5.82793998,3d74p,z 5G,5,3d75s,e 5F,5,
Fe,2,817.96927,0.00005,817.96934,0.00004,40,1.0e+06,-1.21,D+,11.2553628,12.7707022,3d65p,4F,7/2,3d64d,4D,5/2,
Fe,2,818.03658,0.00004,818.0357,0.0003,40,,,,11.9466897,13.4619063,3d54s4p,t 2F,7/2,3d64d,4H,9/2,
Fe,2,818.13630,0.00006,818.13628,0.00004,23,4.5e+06,-0.74,C+,11.2700245,12.7850548,3d65p,4D,3/2,3d66s,4D,3/2,
Fe,2,818.22215,0.00004,818.22186,0.00006,100,7.e+06,-0.01,D,12.1665863,13.6814580,3d65s,e 4H,13/2,3d54s4p,4H,13/2,
Fe,2,818.28741,0.00005,818.28709,0.00005,40,1.7e+06,-1.17,D+,11.2703037,12.7850548,3d65p,4P,5/2,3d66s,4D,3/2,
Fe,2,818.598,0.006,818.59578,0.00008,7,,,,9.0075386,10.5217184,3d64p,w 4F,9/2,3d64d,e 4G,11/2,
Fe,2,818.67951,0.00004,818.67964,0.00014,600,,,,8.9532696,10.4672943,3d64p,w 4P,1/2,3d64d,6P,3/2,
Fe,1,818.67952,0.00020,818.67957,0.00009,316,,,,4.91297355,6.42699840,3d64s4p,x 5D,4,3d64s 4d,e 5P,3,
Fe,2,818.8540,0.0010,818.85338,0.00006,3.2,1.2e+05,-2.13,D+,11.2321638,12.7458673,3d65p,6F,3/2,3d66s,4D,5/2,
Fe,2,819.06364,0.00006,819.06370,0.00006,90,3.6e+05,-1.44,D+,9.6536143,11.1669291,3d65s,e 6D,9/2,3d64p,4G,9/2,
Fe,1,819.0828,0.0005,819.08303,0.00021,34,,,,5.92093198,7.4342111,3d75s,e 5F,3,3d74f,2[9/2],4,
Fe,2,819.36976,0.00012,819.36948,0.00012,50,,,,10.1219773,11.6347274,3d54s2,2F2,5/2,3d54s4p,6D,3/2,
Fe,1,819.5247,0.0010,819.5241,0.0003,9,,,,5.74214676,7.2546114,3d74p,w 5P,2,3d64s4d,5F,2,
Fe,1,819.65164,0.00020,819.65163,0.00009,43,,,,4.59311043,6.10533975,3d74s,d 3F,4,3d74p,w 3F,3,
Fe,1,819.8271,0.0005,819.82727,0.00021,33,,,,5.53924278,7.0511481,3d64s 5s,e 5D,4,3d64s6p,5P,3,
Fe,1,819.89216,0.00020,819.89201,0.00009,1660,,,,4.43461275,5.94639870,3d74p,z 3G,4,3d75s,e 3F,4,
Fe,2,,,819.89735,0.00019,,2.54e-02,-8.688,C+,2.64185518,4.15363129,3d7,a 2D2,3/2,3d64s,c 2G,7/2,E2
Fe,2,820.00413,0.00004,820.00378,0.00005,110,,,,12.3883229,13.8999028,3d65s,f 4F,3/2,3d65p,4G,5/2,
Fe,2,820.04913,0.00009,820.04912,0.00006,16,,,,13.6352538,15.1467502,3d65p,4G,7/2,3d66s,4H,9/2,
Fe,1,820.2154,0.0005,820.21550,0.00021,6,,,,5.81343520,7.3246249,3d74p,u 5D,2,,59077e,1,
Fe,2,820.2324,0.0010,820.23314,0.00020,1.9,,,,13.6590048,15.1701620,3d64d,4F,7/2,3d64f,2[3],7/2,
Fe,2,820.3782,0.0003,820.37859,0.00006,5,,,,13.6358609,15.1467502,3d54s4p,4H,11/2,3d66s,4H,9/2,
Fe,1,820.41024,0.00020,820.41017,0.00009,22,9.76e+00,-6.052,B+,0.91460217,2.42543332,3d74s,a 5F,4,3d64s4p,z 7D,4,
Fe,1,820.49367,0.00020,820.49366,0.00009,63,,,,0.95815732,2.46883473,3d74s,a 5F,3,3d64s4p,z 7D,2,
Fe,2,,,820.61894,0.00022,,9.8e-03,-9.23,E,3.22131344,4.7317602,3d64s,a 4G,7/2,3d64s,c 2D,5/2,M1
Fe,2,820.71469,0.00009,820.71466,0.00006,60,1.33e+06,-0.87,C+,9.6536143,11.1638849,3d65s,e 6D,9/2,3d65p,4F,9/2,
Fe,3,,,820.773,0.007,,3.2e-02,,C+,3.808296,5.318460,3d6,3D,2,3d6,1F,3,M1
Fe,1,820.77424,0.00020,820.77416,0.00010,780,,,,4.44562726,5.95578840,3d74p,z 5G,2,3d75s,e 5F,2,
Fe,2,820.8933,0.0010,820.89641,0.00008,16,2.8e+04,-2.8,D,7.4937341,9.0036704,3d54s2,c 4D,3/2,3d64p,w 4D,5/2,
Fe,2,820.9849,0.0007,820.98432,0.00005,4,1.5e+05,-2.03,D+,11.4474493,12.9572238,3d54s4p,v 4F,5/2,3d64d,4F,5/2,
Fe,2,821.0532,0.0008,821.05114,0.00005,4,4.4e+04,-2.6,D,12.1646572,13.6743089,3d65s,4P,3/2,3d65p,4D,5/2,
Fe,2,821.1094,0.0002,821.10873,0.00007,34,5.0e+05,-1.52,D+,9.7607579,11.2703037,3d65s,e 6D,3/2,3d65p,4P,5/2,
Fe,2,821.29601,0.00007,821.29531,0.00020,28,9.e+05,-1.28,D+,11.2366645,12.7458673,3d64p,4S,3/2,3d66s,4D,5/2,
Fe,1,821.58042,0.00020,821.58041,0.00021,16,,,,5.74214676,7.2508259,3d74p,w 5P,2,3d64s4d,5P,3,
Fe,2,821.7152,0.0003,821.71500,0.00013,8,1.3e+05,-1.80,D+,11.4594834,12.9679155,3d54s4p,v 4F,9/2,3d65d,6G,11/2,
Fe,2,821.90384,0.00004,821.90382,0.00004,160,9.5e+06,-0.24,B+,11.2377818,12.7458673,3d65p,4D,5/2,3d66s,4D,5/2,
Fe,1,822.03784,0.00020,822.03770,0.00015,18600,1.69e+07,0.275,C+,4.32010008,5.82793998,3d74p,z 5G,6,3d75s,e 5F,5,
Fe,2,822.13141,0.00004,822.13132,0.00004,190,3.4e+06,-0.56,C+,9.7002396,11.2079078,3d65s,e 6D,7/2,3d65p,4D,7/2,
Fe,2,822.17861,0.00004,822.17859,0.00005,70,,,,13.6895752,15.1971567,3d65p,2G,7/2,3d66s,2H,9/2,
Fe,2,822.2222,0.0003,822.22234,0.00006,50,,,,5.22157443,6.72907574,3d64p,z 6F,9/2,3d54s2,b 4G,9/2,
Fe,2,822.6901,0.0002,822.69042,0.00005,24,2.3e+06,-0.85,C+,9.9408057,11.4474493,3d65s,e 4D,3/2,3d54s4p,v 4F,5/2,
Fe,2,,,822.81347,0.00009,,1.06e-02,-9.190,C+,1.07624119,2.58265947,3d64s,a 4D,3/2,3d64s,b 4P,5/2,M1
Fe,2,822.89881,0.00004,822.89873,0.00004,1900,1.61e+07,0.21,B+,9.7002396,11.2065018,3d65s,e 6D,7/2,3d65p,6F,9/2,
Fe,2,822.9205,0.0002,822.92047,0.00006,7,,,,13.6589094,15.1651318,3d65p,4F,9/2,3d66s,2H,11/2,
Fe,1,823.0639,0.0005,823.06390,0.00021,18,,,,5.65307019,7.1590301,3d64s 5s,e 5D,0,3d64s6p,5P,1,
Fe,3,823.088,0.003,,,270,,,,,,,,,,,,
Fe,1,823.17451,0.00020,823.17457,0.00010,100,,,,4.91297355,6.41873101,3d64s4p,x 5D,4,3d64s 5s,g 5D,3,
Fe,3,823.179,0.003,,,270,,,,,,,,,,,,
Fe,1,823.23172,0.00020,823.23157,0.00010,980,,,,4.41527878,5.92093198,3d74p,z 5G,3,3d75s,e 5F,3,
Fe,2,823.3587,0.0006,823.3612,0.0003,4,,,,12.6886004,14.1940165,3d54s4p,4K,11/2,3d66d,4G,9/2,
Fe,3,823.545,0.003,823.544,0.010,3400,4.73e+07,0.80,B,25.74422,27.24930,3d55g,7G,5,3d56h,7H,6,
Fe,3,823.545,0.003,823.544,0.007,3400,8.04e+07,1.09,B,25.74422,27.24930,3d55g,7G,6,3d56h,7H,7,
Fe,3,823.545,0.003,823.544,0.009,3400,7.80e+07,0.94,B,25.74422,27.24930,3d55g,7G,4,3d56h,7H,5,
Fe,3,823.545,0.003,823.544,0.005,3400,1.35e+08,1.37,B,25.74422,27.24930,3d55g,7G,7,3d56h,7H,8,
Fe,3,823.545,0.003,823.551,0.010,3400,8.42e+07,0.89,B,25.74423,27.24930,3d55g,7G,3,3d56h,7H,4,
Fe,3,823.545,0.003,823.558,0.010,3400,8.92e+07,0.80,B,25.74424,27.24930,3d55g,7G,2,3d56h,7H,3,
Fe,3,823.545,0.003,823.558,0.020,3400,3.30e+07,0.22,B,25.74424,27.24930,3d55g,7G,2,3d56h,7H,2,
Fe,3,823.675,0.003,823.673,0.008,2400,5.38e+07,0.85,B,25.74450,27.24935,3d55g,5G,5,3d56h,5H,6,
Fe,3,823.675,0.003,823.673,0.006,2400,8.88e+07,1.13,B,25.74450,27.24935,3d55g,5G,6,3d56h,5H,7,
Fe,3,823.675,0.003,823.680,0.007,2400,9.89e+07,0.96,B,25.74451,27.24935,3d55g,5G,3,3d56h,5H,4,
Fe,3,823.675,0.003,823.673,0.007,2400,8.79e+07,0.99,B,25.74450,27.24935,3d55g,5G,4,3d56h,5H,5,
Fe,3,823.675,0.003,823.679,0.008,2400,1.11e+08,0.90,B,25.74451,27.24935,3d55g,5G,2,3d56h,5H,3,
Fe,2,823.71688,0.00004,823.71676,0.00005,220,1.33e+07,-0.57,C+,9.9408057,11.4455720,3d65s,e 4D,3/2,3d65p,4P,1/2,
Fe,2,823.7916,0.0003,823.79183,0.00004,16,2.8e+05,-1.77,D+,9.8492422,11.3538714,3d65s,e 4D,7/2,3d65p,w 6P,5/2,
Fe,1,823.8591,0.0010,823.85931,0.00021,9,,,,5.94639870,7.4509047,3d75s,e 3F,4,3d64s4p,3F,4,
Fe,3,823.898,0.003,,,400,,,,,,,,,,,,
Fe,1,823.91276,0.00020,823.91268,0.00010,510,1.30e+04,-3.179,C+,2.42419831,3.92860683,3d64s2,a 3P2,1,3d64s4p,z 3D,2,
Fe,1,824.2517,0.0005,824.25165,0.00015,36,,,,5.58689276,7.09068259,3d64s 5s,e 5D,3,3d64s6p,7P,2,
Fe,2,,,824.51575,0.00012,,1.55e-03,-10.02,D+,1.04046986,2.54377802,3d64s,a 4D,5/2,3d7,a 2D2,5/2,M1
Fe,2,824.77217,0.00016,824.76994,0.00007,60,,,,5.61522263,7.11806748,3d64p,z 4F,3/2,3d54s2,d 4P,5/2,
Fe,1,824.81304,0.00020,824.81282,0.00010,810,,,,4.37135106,5.87411777,3d74p,z 5G,4,3d75s,e 5F,4,
Fe,2,825.03540,0.00005,825.03527,0.00007,300,,,,5.22157443,6.72393597,3d64p,z 6F,9/2,3d54s2,b 4G,11/2,
Fe,2,825.0701,0.0004,825.06884,0.00005,9,1.0e+05,-1.9,E,12.1665863,13.6688867,3d65s,e 4H,13/2,3d65p,2I,11/2,
Fe,2,,,825.23863,0.00011,,1.10e-03,-10.347,C,1.69526130,3.19725263,3d7,a 4P,3/2,3d64s,b 2P,3/2,M1+E2
Fe,2,825.43093,0.00019,825.42812,0.00007,11,,,,11.7394541,13.2411006,3d54s4p,6P,5/2,3d65d,4P,5/2,
Fe,2,825.4415,0.0004,825.44134,0.00010,4,1.1e+05,-1.94,D+,11.4437749,12.9453973,3d54s4p,6F,9/2,3d65d,6D,9/2,
Fe,2,,,825.61817,0.00022,,9.8e-03,-9.22,D+,3.23045937,4.7317602,3d64s,a 4G,5/2,3d64s,c 2D,5/2,M1
Fe,1,825.7280,0.0005,825.72769,0.00015,19,,,,5.58689276,7.08799449,3d64s 5s,e 5D,3,3d64s6p,5D,3,
Fe,2,,,825.93795,0.00023,,7.14e-02,-8.057,C+,2.57958587,4.0803055,3d7,a 2H,9/2,3d64s,a 2I,11/2,E2
Fe,2,825.9626,0.0006,825.96101,0.00005,5,2.5e+05,-1.81,D+,11.2700245,12.7707022,3d65p,4D,3/2,3d64d,4D,5/2,
Fe,2,825.9849,0.0004,825.9841,0.0020,8,6.0e+04,-2.21,D+,11.417586,12.9182220,3d54s4p,x 4H,7/2,3d64d,4I,9/2,
Fe,2,826.1005,0.0003,826.10065,0.00007,6,,,,13.6087832,15.1092073,3d65p,4I,11/2,3d66s,4H,13/2,
Fe,2,826.11466,0.00008,826.11471,0.00005,26,6.7e+05,-1.38,D+,11.2703037,12.7707022,3d65p,4P,5/2,3d64d,4D,5/2,
Fe,2,826.11466,0.00008,826.11560,0.00008,26,,,,11.4088681,12.9092650,3d54s4p,6F,5/2,3d65d,6P,5/2,
Fe,1,826.3435,0.0005,826.34381,0.00019,21,,,,5.48551782,6.98550035,3d64s4p,w 5F,5,3d64s5d,5G,6,
Fe,1,826.3719,0.0005,826.37140,0.00022,16,,,,5.79341882,7.2933513,3d64s4p,y 3P,2,3d64s 4d,g 5G,2,
Fe,1,826.38262,0.00020,826.38199,0.00010,46,,,,4.95563019,6.45554341,3d64s4p,x 5D,3,3d64s 4d,e 5P,2,
Fe,1,826.42784,0.00021,826.4278,0.0003,105,,,,6.15307342,7.6529034,3d74p,v 3G,4,,61724e,4,
Fe,2,826.61986,0.00004,826.61978,0.00006,100,6.3e+06,-0.29,B+,11.1958510,12.6953327,3d65p,6F,7/2,3d66s,4D,7/2,
Fe,1,826.8134,0.0005,826.81325,0.00015,15,,,,5.81343520,7.31256608,3d74p,u 5D,2,3d64s4d,3D,2,
Fe,1,826.8834,0.0005,826.88328,0.00010,23,,,,4.29441489,5.79341882,3d64s2,b 1D2,2,3d64s4p,y 3P,2,
Fe,1,826.96482,0.00021,826.96488,0.00010,110,,,,4.59311043,6.09196644,3d74s,d 3F,4,3d64s4p,v 3D,3,
Fe,2,827.34573,0.00008,827.34608,0.00008,120,,,,7.4937341,8.9918996,3d54s2,c 4D,3/2,3d64p,w 4D,3/2,
Fe,1,827.4581,0.0010,827.45818,0.00010,43,,,,5.62068415,7.11864661,3d64s 5s,e 5D,2,3d64s6p,5D,2,
Fe,1,827.58916,0.00021,827.58914,0.00010,174,,,,4.95563019,6.45335558,3d64s4p,x 5D,3,3d64s 5s,g 5D,2,
Fe,1,827.8593,0.0005,827.85937,0.00015,17,,,,5.72027099,7.21750752,3d74p,w 5P,3,3d64s4d,5P,2,
Fe,2,828.05123,0.00004,828.05116,0.00004,190,1.85e+07,-0.42,C+,11.2321638,12.7290536,3d65p,6F,3/2,3d66s,6D,1/2,
Fe,2,828.1657,0.0010,828.16612,0.00005,4,,,,12.3455088,13.8421908,3d65s,f 4F,9/2,3d54s4p,4I,9/2,
Fe,2,828.25930,0.00004,828.25930,0.00004,330,1.34e+07,-0.26,B+,11.2885412,12.7850548,3d65p,4P,3/2,3d66s,4D,3/2,
Fe,2,828.30239,0.00017,828.30233,0.00006,10,,,,13.6127714,15.1092073,3d54s4p,4H,11/2,3d66s,4H,13/2,
Fe,2,828.40558,0.00005,828.40528,0.00005,170,2.9e+06,-0.93,C+,9.7359140,11.2321638,3d65s,e 6D,5/2,3d65p,6F,3/2,
Fe,2,828.40558,0.00005,828.40789,0.00006,170,,,,13.6688867,15.1651318,3d65p,2I,11/2,3d66s,2H,11/2,
Fe,2,828.54993,0.00004,828.54994,0.00005,150,1.23e+07,-0.60,C+,11.3073311,12.8033198,3d65p,4D,1/2,3d66s,4D,1/2,
Fe,2,828.66925,0.00004,828.66924,0.00005,70,1.1e+05,-2.0,E,12.0893786,13.5851518,3d65s,4P,5/2,3d54s4p,4H,7/2,
Fe,1,828.7279,0.0010,828.72859,0.00015,17,,,,5.64241573,7.13808188,3d64s 5s,e 5D,1,3d64s6p,5F,2,
Fe,2,828.75888,0.00004,828.75895,0.00005,600,5.5e+06,-0.35,B+,9.7002396,11.1958510,3d65s,e 6D,7/2,3d65p,6F,7/2,
Fe,2,828.78778,0.00004,828.78774,0.00005,1600,4.5e+07,0.75,B+,9.6536143,11.1491737,3d65s,e 6D,9/2,3d65p,6F,11/2,
Fe,1,829.17645,0.00007,,,1070,,,,,,,,,,,,
Fe,2,829.17647,0.00004,829.17640,0.00008,500,4.4e+07,-0.04,B+,11.3084614,12.8033198,3d65p,4F,3/2,3d66s,4D,1/2,
Fe,1,829.24413,0.00007,,,830,,,,,,,,,,,,
Fe,2,829.24414,0.00004,829.24408,0.00004,400,2.24e+07,-0.03,B+,11.2190607,12.7137971,3d65p,6F,5/2,3d66s,6D,3/2,
Fe,1,829.2809,0.0006,829.28074,0.00015,46,,,,5.53924278,7.03391308,3d64s 5s,e 5D,4,3d64s6p,5D,4,
Fe,1,829.35141,0.00021,829.35125,0.00010,380,1.41e+05,-2.138,D+,3.30092244,4.79546566,3d74s,a 3D,2,3d74p,y 3D,2,
Fe,2,829.44075,0.00004,829.44084,0.00005,90,,,,12.7486745,14.2430563,3d65s,f 4G,9/2,3d65p,2G,9/2,
Fe,2,829.6225,0.0016,829.6224,0.0017,4,,,,12.7679299,14.2619847,3d54s4p,4I,11/2,3d64d,4F,9/2,
Fe,2,829.79518,0.00004,829.79519,0.00004,500,3.24e+07,0.13,B+,11.2913111,12.7850548,3d65p,4F,5/2,3d66s,4D,3/2,
Fe,2,829.81677,0.00005,829.81661,0.00006,150,1.24e+07,-0.29,B+,9.9408057,11.4345108,3d65s,e 4D,3/2,3d65p,4P,3/2,
Fe,2,829.93101,0.00009,829.93124,0.00006,28,,,,12.7486745,14.2421732,3d65s,f 4G,9/2,3d65p,4G,11/2,
Fe,2,829.9699,0.0007,829.9707,0.0003,14,,,,7.4867075,8.9801352,3d54s2,c 4D,1/2,3d64p,w 4D,1/2,
Fe,1,829.99995,0.00021,829.99994,0.00015,29,,,,5.06740926,6.56078442,3d8,3P,2,3d74p,v 3P,2,
Fe,2,830.0842,0.0008,830.0843,0.0004,5,2.3e+04,-2.8,D,11.4927646,12.9859880,3d64p,u 2D,5/2,3d64d,4P,5/2,
Fe,3,,,830.435,0.008,,5.6e-02,,C+,3.825866,5.318460,3d6,3D,3,3d6,1F,3,M1
Fe,2,830.57143,0.00011,830.57121,0.00007,140,,,,5.23672772,6.72907574,3d64p,z 6F,7/2,3d54s2,b 4G,9/2,
Fe,2,,,830.60300,0.00015,,2.33e-01,-7.62,D+,2.65702556,4.14931647,3d64s,a 4H,11/2,3d64s,c 2G,9/2,M1
Fe,2,830.78421,0.00004,830.78425,0.00008,400,1.60e+07,-0.003,B+,11.1958510,12.6878163,3d65p,6F,7/2,3d66s,6D,5/2,
Fe,1,831.00697,0.00021,831.00758,0.00015,195,,,,5.53924278,7.03080715,3d64s 5s,e 5D,4,3d64s6p,5F,5,
Fe,1,831.4465,0.0014,831.44631,0.00020,9,,,,5.70054647,7.19132379,3d64s4p,z 3I,7,3d64s 4d,g 5G,6,
Fe,2,831.4733,0.0015,831.47287,0.00008,2,,,,12.7733903,14.2641201,3d64f,2[2],5/2,3d66d,6P,5/2,
Fe,2,831.53650,0.00010,831.53656,0.00006,23,,,,12.3455088,13.8361244,3d65s,f 4F,9/2,3d65p,4H,11/2,
Fe,2,831.59846,0.00004,831.59847,0.00004,500,2.92e+07,0.26,B+,11.2553628,12.7458673,3d65p,4F,7/2,3d66s,4D,5/2,
Fe,2,831.82125,0.00004,831.82120,0.00006,150,2.01e+07,-0.38,B+,11.2389481,12.7290536,3d65p,6F,1/2,3d66s,6D,1/2,
Fe,1,,,832.15286,0.00010,,4.1e-02,,E,1.55735733,3.04686890,3d74s,a 3F,3,3d74s,a 1G,4,M1
Fe,1,832.1915,0.0006,832.19158,0.00016,71,,,,5.60664989,7.09609215,3d64s4p,x 3D,3,3d64s5d,5G,2,
Fe,1,832.4148,0.0010,832.41394,0.00016,9,,,,5.62068415,7.10972855,3d64s 5s,e 5D,2,3d64s6p,5F,3,
